100066,10131600,class,#ref-unspsc.100066#,,7.0901
100068,10131601,commodity,#ref-unspsc.100068#,,7.0901
100071,10131602,commodity,#ref-unspsc.100071#,,7.0901
107459,10131603,commodity,#ref-unspsc.107459#,,7.0901
107460,10131604,commodity,#ref-unspsc.107460#,,7.0901
107461,10131700,class,#ref-unspsc.107461#,,7.0901
100069,10131701,commodity,#ref-unspsc.100069#,,7.0901
100072,10131702,commodity,#ref-unspsc.100072#,,7.0901
100073,10140000,family,#ref-unspsc.100073#,,7.0901
100074,10141500,class,#ref-unspsc.100074#,,7.0901
100075,10141501,commodity,#ref-unspsc.100075#,,7.0901
100076,10141502,commodity,#ref-unspsc.100076#,,7.0901
142092,10141503,commodity,#ref-unspsc.142092#,,7.0901
142093,10141504,commodity,#ref-unspsc.142093#,,7.0901
100077,10141600,class,#ref-unspsc.100077#,,7.0901
100078,10141601,commodity,#ref-unspsc.100078#,,7.0901
100079,10141602,commodity,#ref-unspsc.100079#,,7.0901
100080,10141603,commodity,#ref-unspsc.100080#,,7.0901
100081,10141604,commodity,#ref-unspsc.100081#,,7.0901
100082,10141605,commodity,#ref-unspsc.100082#,,7.0901
100083,10141606,commodity,#ref-unspsc.100083#,,7.0901
107462,10141607,commodity,#ref-unspsc.107462#,,7.0901
107463,10141608,commodity,#ref-unspsc.107463#,,7.0901
107464,10141609,commodity,#ref-unspsc.107464#,,7.0901
142094,10141610,commodity,#ref-unspsc.142094#,,7.0901
142095,10141611,commodity,#ref-unspsc.142095#,,7.0901
100084,10150000,family,#ref-unspsc.100084#,,7.0901
100085,10151500,class,#ref-unspsc.100085#,,7.0901
100086,10151501,commodity,#ref-unspsc.100086#,,7.0901
100087,10151502,commodity,#ref-unspsc.100087#,,7.0901
100088,10151503,commodity,#ref-unspsc.100088#,,7.0901
100089,10151504,commodity,#ref-unspsc.100089#,,7.0901
100090,10151505,commodity,#ref-unspsc.100090#,,7.0901
100091,10151506,commodity,#ref-unspsc.100091#,,7.0901
100092,10151507,commodity,#ref-unspsc.100092#,,7.0901
100093,10151508,commodity,#ref-unspsc.100093#,,7.0901
100094,10151509,commodity,#ref-unspsc.100094#,,7.0901
100095,10151510,commodity,#ref-unspsc.100095#,,7.0901
100096,10151511,commodity,#ref-unspsc.100096#,,7.0901
100097,10151512,commodity,#ref-unspsc.100097#,,7.0901
100098,10151513,commodity,#ref-unspsc.100098#,,7.0901
100099,10151514,commodity,#ref-unspsc.100099#,,7.0901
100100,10151515,commodity,#ref-unspsc.100100#,,7.0901
100101,10151516,commodity,#ref-unspsc.100101#,,7.0901
100102,10151517,commodity,#ref-unspsc.100102#,,7.0901
100103,10151518,commodity,#ref-unspsc.100103#,,7.0901
100104,10151519,commodity,#ref-unspsc.100104#,,7.0901
100105,10151520,commodity,#ref-unspsc.100105#,,7.0901
114179,10151521,commodity,#ref-unspsc.114179#,,7.0901
132982,10151522,commodity,#ref-unspsc.132982#,,7.0901
132983,10151523,commodity,#ref-unspsc.132983#,,7.0901
132984,10151524,commodity,#ref-unspsc.132984#,,7.0901
142096,10151525,commodity,#ref-unspsc.142096#,,7.0901
142097,10151526,commodity,#ref-unspsc.142097#,,7.0901
142098,10151527,commodity,#ref-unspsc.142098#,,7.0901
142099,10151528,commodity,#ref-unspsc.142099#,,7.0901
142100,10151529,commodity,#ref-unspsc.142100#,,7.0901
142101,10151530,commodity,#ref-unspsc.142101#,,7.0901
142102,10151531,commodity,#ref-unspsc.142102#,,7.0901
142103,10151532,commodity,#ref-unspsc.142103#,,7.0901
142104,10151533,commodity,#ref-unspsc.142104#,,7.0901
142105,10151534,commodity,#ref-unspsc.142105#,,7.0901
142106,10151535,commodity,#ref-unspsc.142106#,,7.0901
100106,10151600,class,#ref-unspsc.100106#,,7.0901
100107,10151601,commodity,#ref-unspsc.100107#,,7.0901
100108,10151602,commodity,#ref-unspsc.100108#,,7.0901
100109,10151603,commodity,#ref-unspsc.100109#,,7.0901
100110,10151604,commodity,#ref-unspsc.100110#,,7.0901
100111,10151605,commodity,#ref-unspsc.100111#,,7.0901
100112,10151606,commodity,#ref-unspsc.100112#,,7.0901
100113,10151607,commodity,#ref-unspsc.100113#,,7.0901
100114,10151608,commodity,#ref-unspsc.100114#,,7.0901
100115,10151609,commodity,#ref-unspsc.100115#,,7.0901
100116,10151610,commodity,#ref-unspsc.100116#,,7.0901
100117,10151611,commodity,#ref-unspsc.100117#,,7.0901
100118,10151700,class,#ref-unspsc.100118#,,7.0901
100119,10151701,commodity,#ref-unspsc.100119#,,7.0901
100120,10151702,commodity,#ref-unspsc.100120#,,7.0901
100121,10151703,commodity,#ref-unspsc.100121#,,7.0901
100122,10151704,commodity,#ref-unspsc.100122#,,7.0901
142107,10151705,commodity,#ref-unspsc.142107#,,7.0901
142108,10151706,commodity,#ref-unspsc.142108#,,7.0901
100123,10151800,class,#ref-unspsc.100123#,,7.0901
100124,10151801,commodity,#ref-unspsc.100124#,,7.0901
100125,10151802,commodity,#ref-unspsc.100125#,,7.0901
100126,10151803,commodity,#ref-unspsc.100126#,,7.0901
100127,10151804,commodity,#ref-unspsc.100127#,,7.0901
100128,10151805,commodity,#ref-unspsc.100128#,,7.0901
100129,10151806,commodity,#ref-unspsc.100129#,,7.0901
100130,10151807,commodity,#ref-unspsc.100130#,,7.0901
100131,10151808,commodity,#ref-unspsc.100131#,,7.0901
100132,10151809,commodity,#ref-unspsc.100132#,,7.0901
100133,10151810,commodity,#ref-unspsc.100133#,,7.0901
132978,10151811,commodity,#ref-unspsc.132978#,,7.0901
100134,10151900,class,#ref-unspsc.100134#,,7.0901
100135,10151901,commodity,#ref-unspsc.100135#,,7.0901
100136,10151902,commodity,#ref-unspsc.100136#,,7.0901
100137,10151903,commodity,#ref-unspsc.100137#,,7.0901
114268,10151904,commodity,#ref-unspsc.114268#,,7.0901
132991,10151905,commodity,#ref-unspsc.132991#,,7.0901
132992,10151906,commodity,#ref-unspsc.132992#,,7.0901
142109,10151907,commodity,#ref-unspsc.142109#,,7.0901
100138,10152000,class,#ref-unspsc.100138#,,7.0901
100139,10152001,commodity,#ref-unspsc.100139#,,7.0901
100140,10152002,commodity,#ref-unspsc.100140#,,7.0901
100141,10152003,commodity,#ref-unspsc.100141#,,7.0901
111403,10152100,class,#ref-unspsc.111403#,,7.0901
111404,10152101,commodity,#ref-unspsc.111404#,,7.0901
111405,10152102,commodity,#ref-unspsc.111405#,,7.0901
111406,10152103,commodity,#ref-unspsc.111406#,,7.0901
111407,10152104,commodity,#ref-unspsc.111407#,,7.0901
132979,10152200,class,#ref-unspsc.132979#,,7.0901
132980,10152201,commodity,#ref-unspsc.132980#,,7.0901
142110,10152202,commodity,#ref-unspsc.142110#,,7.0901
100142,10160000,family,#ref-unspsc.100142#,,7.0901
100143,10161500,class,#ref-unspsc.100143#,,7.0901
100144,10161501,commodity,#ref-unspsc.100144#,,7.0901
100145,10161502,commodity,#ref-unspsc.100145#,,7.0901
100146,10161503,commodity,#ref-unspsc.100146#,,7.0901
100147,10161504,commodity,#ref-unspsc.100147#,,7.0901
100148,10161505,commodity,#ref-unspsc.100148#,,7.0901
100149,10161506,commodity,#ref-unspsc.100149#,,7.0901
100150,10161507,commodity,#ref-unspsc.100150#,,7.0901
100151,10161508,commodity,#ref-unspsc.100151#,,7.0901
107465,10161509,commodity,#ref-unspsc.107465#,,7.0901
107466,10161510,commodity,#ref-unspsc.107466#,,7.0901
107467,10161511,commodity,#ref-unspsc.107467#,,7.0901
107468,10161512,commodity,#ref-unspsc.107468#,,7.0901
143520,10161513,commodity,#ref-unspsc.143520#,,7.0901
100152,10161600,class,#ref-unspsc.100152#,,7.0901
100153,10161601,commodity,#ref-unspsc.100153#,,7.0901
100154,10161602,commodity,#ref-unspsc.100154#,,7.0901
100155,10161603,commodity,#ref-unspsc.100155#,,7.0901
100156,10161604,commodity,#ref-unspsc.100156#,,7.0901
100157,10161605,commodity,#ref-unspsc.100157#,,7.0901
100158,10161700,class,#ref-unspsc.100158#,,7.0901
100159,10161701,commodity,#ref-unspsc.100159#,,7.0901
100160,10161702,commodity,#ref-unspsc.100160#,,7.0901
100161,10161703,commodity,#ref-unspsc.100161#,,7.0901
100162,10161704,commodity,#ref-unspsc.100162#,,7.0901
100163,10161705,commodity,#ref-unspsc.100163#,,7.0901
141906,10161707,commodity,#ref-unspsc.141906#,,7.0901
100164,10161800,class,#ref-unspsc.100164#,,7.0901
100165,10161801,commodity,#ref-unspsc.100165#,,7.0901
100166,10161802,commodity,#ref-unspsc.100166#,,7.0901
100167,10161803,commodity,#ref-unspsc.100167#,,7.0901
142111,10161804,commodity,#ref-unspsc.142111#,,7.0901
107469,10161900,class,#ref-unspsc.107469#,,7.0901
107470,10161901,commodity,#ref-unspsc.107470#,,7.0901
107471,10161902,commodity,#ref-unspsc.107471#,,7.0901
107472,10161903,commodity,#ref-unspsc.107472#,,7.0901
107473,10161904,commodity,#ref-unspsc.107473#,,7.0901
107474,10161905,commodity,#ref-unspsc.107474#,,7.0901
107475,10161906,commodity,#ref-unspsc.107475#,,7.0901
107476,10161907,commodity,#ref-unspsc.107476#,,7.0901
107477,10161908,commodity,#ref-unspsc.107477#,,7.0901
100168,10170000,family,#ref-unspsc.100168#,,7.0901
100169,10171500,class,#ref-unspsc.100169#,,7.0901
100170,10171501,commodity,#ref-unspsc.100170#,,7.0901
100171,10171502,commodity,#ref-unspsc.100171#,,7.0901
100172,10171503,commodity,#ref-unspsc.100172#,,7.0901
135487,10171504,commodity,#ref-unspsc.135487#,,7.0901
100173,10171600,class,#ref-unspsc.100173#,,7.0901
100174,10171601,commodity,#ref-unspsc.100174#,,7.0901
100175,10171602,commodity,#ref-unspsc.100175#,,7.0901
100176,10171603,commodity,#ref-unspsc.100176#,,7.0901
100177,10171604,commodity,#ref-unspsc.100177#,,7.0901
100178,10171605,commodity,#ref-unspsc.100178#,,7.0901
114206,10171700,class,#ref-unspsc.114206#,,7.0901
114207,10171701,commodity,#ref-unspsc.114207#,,7.0901
132981,10171702,commodity,#ref-unspsc.132981#,,7.0901
100179,10190000,family,#ref-unspsc.100179#,,7.0901
100180,10191500,class,#ref-unspsc.100180#,,7.0901
100183,10191506,commodity,#ref-unspsc.100183#,,7.0901
142112,10191507,commodity,#ref-unspsc.142112#,,7.0901
142114,10191508,commodity,#ref-unspsc.142114#,,7.0901
100181,10191509,commodity,#ref-unspsc.100181#,,7.0901
100188,10191700,class,#ref-unspsc.100188#,,7.0901
107446,10191701,commodity,#ref-unspsc.107446#,,7.0901
114213,10191703,commodity,#ref-unspsc.114213#,,7.0901
142113,10191704,commodity,#ref-unspsc.142113#,,7.0901
142115,10191705,commodity,#ref-unspsc.142115#,,7.0901
142116,10191706,commodity,#ref-unspsc.142116#,,7.0901
100189,11000000,segment,#ref-unspsc.100189#,,7.0901
100190,11100000,family,#ref-unspsc.100190#,,7.0901
100191,11101500,class,#ref-unspsc.100191#,,7.0901
100192,11101501,commodity,#ref-unspsc.100192#,,7.0901
100193,11101502,commodity,#ref-unspsc.100193#,,7.0901
100194,11101503,commodity,#ref-unspsc.100194#,,7.0901
100195,11101504,commodity,#ref-unspsc.100195#,,7.0901
100196,11101505,commodity,#ref-unspsc.100196#,,7.0901
100197,11101506,commodity,#ref-unspsc.100197#,,7.0901
100198,11101507,commodity,#ref-unspsc.100198#,,7.0901
100199,11101508,commodity,#ref-unspsc.100199#,,7.0901
100200,11101509,commodity,#ref-unspsc.100200#,,7.0901
100201,11101510,commodity,#ref-unspsc.100201#,,7.0901
100202,11101511,commodity,#ref-unspsc.100202#,,7.0901
100203,11101512,commodity,#ref-unspsc.100203#,,7.0901
100204,11101513,commodity,#ref-unspsc.100204#,,7.0901
100205,11101514,commodity,#ref-unspsc.100205#,,7.0901
100206,11101515,commodity,#ref-unspsc.100206#,,7.0901
100207,11101516,commodity,#ref-unspsc.100207#,,7.0901
100208,11101517,commodity,#ref-unspsc.100208#,,7.0901
100209,11101518,commodity,#ref-unspsc.100209#,,7.0901
100210,11101519,commodity,#ref-unspsc.100210#,,7.0901
100211,11101520,commodity,#ref-unspsc.100211#,,7.0901
110836,11101521,commodity,#ref-unspsc.110836#,,7.0901
111111,11101522,commodity,#ref-unspsc.111111#,,7.0901
114269,11101523,commodity,#ref-unspsc.114269#,,7.0901
132996,11101524,commodity,#ref-unspsc.132996#,,7.0901
132997,11101525,commodity,#ref-unspsc.132997#,,7.0901
132998,11101526,commodity,#ref-unspsc.132998#,,7.0901
142967,11101527,commodity,#ref-unspsc.142967#,,7.0901
100212,11101600,class,#ref-unspsc.100212#,,7.0901
100213,11101601,commodity,#ref-unspsc.100213#,,7.0901
100214,11101602,commodity,#ref-unspsc.100214#,,7.0901
100215,11101603,commodity,#ref-unspsc.100215#,,7.0901
100216,11101604,commodity,#ref-unspsc.100216#,,7.0901
100217,11101605,commodity,#ref-unspsc.100217#,,7.0901
100218,11101606,commodity,#ref-unspsc.100218#,,7.0901
100219,11101607,commodity,#ref-unspsc.100219#,,7.0901
100220,11101608,commodity,#ref-unspsc.100220#,,7.0901
100221,11101609,commodity,#ref-unspsc.100221#,,7.0901
100222,11101610,commodity,#ref-unspsc.100222#,,7.0901
100223,11101611,commodity,#ref-unspsc.100223#,,7.0901
100224,11101612,commodity,#ref-unspsc.100224#,,7.0901
100225,11101613,commodity,#ref-unspsc.100225#,,7.0901
100226,11101614,commodity,#ref-unspsc.100226#,,7.0901
100227,11101615,commodity,#ref-unspsc.100227#,,7.0901
100228,11101616,commodity,#ref-unspsc.100228#,,7.0901
100229,11101617,commodity,#ref-unspsc.100229#,,7.0901
100230,11101618,commodity,#ref-unspsc.100230#,,7.0901
110837,11101619,commodity,#ref-unspsc.110837#,,7.0901
114270,11101620,commodity,#ref-unspsc.114270#,,7.0901
114271,11101621,commodity,#ref-unspsc.114271#,,7.0901
133000,11101622,commodity,#ref-unspsc.133000#,,7.0901
133001,11101623,commodity,#ref-unspsc.133001#,,7.0901
100231,11101700,class,#ref-unspsc.100231#,,7.0901
100232,11101701,commodity,#ref-unspsc.100232#,,7.0901
100233,11101702,commodity,#ref-unspsc.100233#,,7.0901
100234,11101703,commodity,#ref-unspsc.100234#,,7.0901
100235,11101704,commodity,#ref-unspsc.100235#,,7.0901
100236,11101705,commodity,#ref-unspsc.100236#,,7.0901
100237,11101706,commodity,#ref-unspsc.100237#,,7.0901
100238,11101707,commodity,#ref-unspsc.100238#,,7.0901
100239,11101708,commodity,#ref-unspsc.100239#,,7.0901
100240,11101709,commodity,#ref-unspsc.100240#,,7.0901
100241,11101710,commodity,#ref-unspsc.100241#,,7.0901
100242,11101711,commodity,#ref-unspsc.100242#,,7.0901
100243,11101712,commodity,#ref-unspsc.100243#,,7.0901
100244,11101713,commodity,#ref-unspsc.100244#,,7.0901
100245,11101714,commodity,#ref-unspsc.100245#,,7.0901
100246,11101715,commodity,#ref-unspsc.100246#,,7.0901
142117,11101716,commodity,#ref-unspsc.142117#,,7.0901
142118,11101717,commodity,#ref-unspsc.142118#,,7.0901
142119,11101718,commodity,#ref-unspsc.142119#,,7.0901
142120,11101719,commodity,#ref-unspsc.142120#,,7.0901
100247,11101800,class,#ref-unspsc.100247#,,7.0901
100248,11101801,commodity,#ref-unspsc.100248#,,7.0901
100249,11101802,commodity,#ref-unspsc.100249#,,7.0901
100250,11101803,commodity,#ref-unspsc.100250#,,7.0901
100251,11110000,family,#ref-unspsc.100251#,,7.0901
100252,11111500,class,#ref-unspsc.100252#,,7.0901
100253,11111501,commodity,#ref-unspsc.100253#,,7.0901
100254,11111502,commodity,#ref-unspsc.100254#,,7.0901
100255,11111503,commodity,#ref-unspsc.100255#,,7.0901
100256,11111600,class,#ref-unspsc.100256#,,7.0901
100257,11111601,commodity,#ref-unspsc.100257#,,7.0901
100258,11111602,commodity,#ref-unspsc.100258#,,7.0901
100259,11111603,commodity,#ref-unspsc.100259#,,7.0901
100260,11111604,commodity,#ref-unspsc.100260#,,7.0901
100261,11111605,commodity,#ref-unspsc.100261#,,7.0901
100262,11111606,commodity,#ref-unspsc.100262#,,7.0901
100263,11111607,commodity,#ref-unspsc.100263#,,7.0901
100264,11111608,commodity,#ref-unspsc.100264#,,7.0901
114272,11111609,commodity,#ref-unspsc.114272#,,7.0901
114273,11111610,commodity,#ref-unspsc.114273#,,7.0901
142121,11111611,commodity,#ref-unspsc.142121#,,7.0901
100265,11111700,class,#ref-unspsc.100265#,,7.0901
100266,11111701,commodity,#ref-unspsc.100266#,,7.0901
100267,11111800,class,#ref-unspsc.100267#,,7.0901
100268,11111801,commodity,#ref-unspsc.100268#,,7.0901
100269,11111802,commodity,#ref-unspsc.100269#,,7.0901
100270,11111803,commodity,#ref-unspsc.100270#,,7.0901
100271,11111804,commodity,#ref-unspsc.100271#,,7.0901
100272,11111805,commodity,#ref-unspsc.100272#,,7.0901
100273,11111806,commodity,#ref-unspsc.100273#,,7.0901
100274,11111807,commodity,#ref-unspsc.100274#,,7.0901
100275,11111808,commodity,#ref-unspsc.100275#,,7.0901
100276,11111809,commodity,#ref-unspsc.100276#,,7.0901
100277,11111810,commodity,#ref-unspsc.100277#,,7.0901
100278,11120000,family,#ref-unspsc.100278#,,7.0901
100279,11121500,class,#ref-unspsc.100279#,,7.0901
100281,11121502,commodity,#ref-unspsc.100281#,,7.0901
114274,11121503,commodity,#ref-unspsc.114274#,,7.0901
100282,11121600,class,#ref-unspsc.100282#,,7.0901
100283,11121603,commodity,#ref-unspsc.100283#,,7.0901
100284,11121604,commodity,#ref-unspsc.100284#,,7.0901
100285,11121605,commodity,#ref-unspsc.100285#,,7.0901
100286,11121606,commodity,#ref-unspsc.100286#,,7.0901
100287,11121607,commodity,#ref-unspsc.100287#,,7.0901
100288,11121608,commodity,#ref-unspsc.100288#,,7.0901
133003,11121609,commodity,#ref-unspsc.133003#,,7.0901
133004,11121610,commodity,#ref-unspsc.133004#,,7.0901
142053,11121611,commodity,#ref-unspsc.142053#,,7.0901
142122,11121612,commodity,#ref-unspsc.142122#,,7.0901
100289,11121700,class,#ref-unspsc.100289#,,7.0901
100290,11121701,commodity,#ref-unspsc.100290#,,7.0901
100291,11121702,commodity,#ref-unspsc.100291#,,7.0901
100292,11121703,commodity,#ref-unspsc.100292#,,7.0901
100294,11121705,commodity,#ref-unspsc.100294#,,7.0901
100295,11121706,commodity,#ref-unspsc.100295#,,7.0901
100296,11121707,commodity,#ref-unspsc.100296#,,7.0901
100297,11121708,commodity,#ref-unspsc.100297#,,7.0901
114275,11121709,commodity,#ref-unspsc.114275#,,7.0901
142968,11121710,commodity,#ref-unspsc.142968#,,7.0901
100298,11121800,class,#ref-unspsc.100298#,,7.0901
100299,11121801,commodity,#ref-unspsc.100299#,,7.0901
100300,11121802,commodity,#ref-unspsc.100300#,,7.0901
100301,11121803,commodity,#ref-unspsc.100301#,,7.0901
100302,11121804,commodity,#ref-unspsc.100302#,,7.0901
100303,11121805,commodity,#ref-unspsc.100303#,,7.0901
100304,11121806,commodity,#ref-unspsc.100304#,,7.0901
100305,11121807,commodity,#ref-unspsc.100305#,,7.0901
100306,11121808,commodity,#ref-unspsc.100306#,,7.0901
111112,11121809,commodity,#ref-unspsc.111112#,,7.0901
133015,11121810,commodity,#ref-unspsc.133015#,,7.0901
132994,11121900,class,#ref-unspsc.132994#,,7.0901
132995,11121901,commodity,#ref-unspsc.132995#,,7.0901
100307,11130000,family,#ref-unspsc.100307#,,7.0901
100308,11131500,class,#ref-unspsc.100308#,,7.0901
100309,11131501,commodity,#ref-unspsc.100309#,,7.0901
100310,11131502,commodity,#ref-unspsc.100310#,,7.0901
100311,11131503,commodity,#ref-unspsc.100311#,,7.0901
100312,11131504,commodity,#ref-unspsc.100312#,,7.0901
100313,11131505,commodity,#ref-unspsc.100313#,,7.0901
100314,11131506,commodity,#ref-unspsc.100314#,,7.0901
100315,11131507,commodity,#ref-unspsc.100315#,,7.0901
132630,11131508,commodity,#ref-unspsc.132630#,,7.0901
100316,11131600,class,#ref-unspsc.100316#,,7.0901
100317,11131601,commodity,#ref-unspsc.100317#,,7.0901
100318,11131602,commodity,#ref-unspsc.100318#,,7.0901
100319,11131603,commodity,#ref-unspsc.100319#,,7.0901
100320,11131604,commodity,#ref-unspsc.100320#,,7.0901
100321,11131605,commodity,#ref-unspsc.100321#,,7.0901
100322,11131606,commodity,#ref-unspsc.100322#,,7.0901
100323,11131607,commodity,#ref-unspsc.100323#,,7.0901
133005,11131608,commodity,#ref-unspsc.133005#,,7.0901
100324,11140000,family,#ref-unspsc.100324#,,7.0901
100329,11141600,class,#ref-unspsc.100329#,,7.0901
100330,11141601,commodity,#ref-unspsc.100330#,,7.0901
100331,11141602,commodity,#ref-unspsc.100331#,,7.0901
100332,11141603,commodity,#ref-unspsc.100332#,,7.0901
100333,11141604,commodity,#ref-unspsc.100333#,,7.0901
100334,11141605,commodity,#ref-unspsc.100334#,,7.0901
100335,11141606,commodity,#ref-unspsc.100335#,,7.0901
100336,11141607,commodity,#ref-unspsc.100336#,,7.0901
100337,11141608,commodity,#ref-unspsc.100337#,,7.0901
132606,11141609,commodity,#ref-unspsc.132606#,,7.0901
132607,11141610,commodity,#ref-unspsc.132607#,,7.0901
100338,11141700,class,#ref-unspsc.100338#,,7.0901
100339,11141701,commodity,#ref-unspsc.100339#,,7.0901
100340,11141702,commodity,#ref-unspsc.100340#,,7.0901
100341,11150000,family,#ref-unspsc.100341#,,7.0901
100342,11151500,class,#ref-unspsc.100342#,,7.0901
100343,11151501,commodity,#ref-unspsc.100343#,,7.0901
100344,11151502,commodity,#ref-unspsc.100344#,,7.0901
100345,11151503,commodity,#ref-unspsc.100345#,,7.0901
100346,11151504,commodity,#ref-unspsc.100346#,,7.0901
100347,11151505,commodity,#ref-unspsc.100347#,,7.0901
100348,11151506,commodity,#ref-unspsc.100348#,,7.0901
100349,11151507,commodity,#ref-unspsc.100349#,,7.0901
100350,11151508,commodity,#ref-unspsc.100350#,,7.0901
100351,11151509,commodity,#ref-unspsc.100351#,,7.0901
100352,11151510,commodity,#ref-unspsc.100352#,,7.0901
